Data #,A,B,C,D,E,F,G,H,I,J
18,0.5424301138904373,0.7638846834971633,0.6812682083601047,0.4674604505925418,0.09162961905994159,0.8323649911397577,0.22364787385085558,0.14451140074233038,0.49693494229625634,0.7102138684334106
19,0.476496282550676,0.655184816836378,0.44493906718116916,0.41887813192214834,0.09946263139761925,0.6655547646312724,0.3392089146500499,0.020637449400502657,0.293409839968305,0.2925728624846452
20,0.4042300264069949,0.6855208405773955,0.7446954416691212,0.5519912688484504,0.11083352066444412,0.3967703665483916,0.3877603592642728,0.019156782832860857,0.4536470967990153,0.31372884731002226
21,0.8123236027759916,0.3675491988295644,0.4848141890025976,0.39347126203634725,0.06954818622867996,0.30549050935037725,0.02178216319435146,0.9722856281308987,0.5611897462704182,0.33475522666071295
22,0.2041878133136965,0.20068526922918076,0.9416628716834452,0.7159086553619248,0.06282566741908165,0.5955865540743551,0.32290533461739385,0.06237835693323985,0.7721390029549386,0.6931848574235625
23,1.0,0.3844030123243782,0.2104496775650323,0.6822068240845964,0.9112738305626878,0.3406903829551791,0.48020587555543826,0.5150818572717474,0.28272273217810734,1.0
24,0.4593256387627384,0.7895738267834392,0.3316424387817451,0.3344319780653722,0.05727831403847566,0.8362752207640026,0.469601734537395,0.9896275018978281,0.1321265696048312,0.24190419332304716
25,0.6431372964563021,0.09803160872602502,0.4155216948500006,0.6284455484112363,0.873379701800262,0.3529383727418297,0.35548016052896453,0.5154723347493961,0.2559554543084792,0.7621509060859678
26,0.6436032996763846,0.40671392586850297,0.29955984668868757,0.2747345259798049,0.9606394201809317,0.5935701122379043,0.39731095549660556,0.5476047967051136,0.6930309816227744,0.2854207297252637
27,0.5848435607818988,0.7473177717180757,0.41177120363284847,0.5450244029735325,0.09589501422564399,0.5385395026904728,0.10790230713095658,0.9642930841855681,0.6683990165069584,0.41043179810258146
28,0.3876850607223,0.4616825141697445,0.7893280754435531,0.5282699679730323,0.9002486968771599,0.3970754063605306,0.12725069928203592,0.5041465893760512,0.2712801833598044,0.2362670612764731
29,0.9162359032024704,0.0872622554129968,0.4368404130678921,0.6621125820870435,0.08998090151045098,0.5345311996098518,0.4146566059760004,0.07945122920216642,0.6229649450227016,0.40907323015431346
30,0.6002723673480254,0.6207625832472601,0.47542044336550965,0.46489489250466143,0.07625684348345671,0.5489485795196778,0.5312920281097345,0.9972183984579953,0.6513077804138379,0.7086712487748119
31,0.3140104447765897,0.8344778930155384,0.6895027039181971,0.7545470403156926,0.8528524661621907,0.3635999449076134,0.29489258751206326,0.47965614909914595,0.9999466179313354,0.49750203270646
32,0.6101324917347051,0.4946270411202014,0.48449409333514903,0.46830134535593554,0.10120811436827776,0.7072801959789388,0.22583705169008875,0.09647137807369643,0.7123912831978906,0.38974173842570004
33,0.7534809606962835,0.5871542975398247,0.42411222566490586,0.5628706016851618,0.07627918087261203,0.6578519104243181,0.3335583930974187,0.05736102965063049,0.5589432119197434,0.5827997341520167
34,0.5950521155865852,0.2260019958324226,0.0,0.41265879267415284,0.8578603156024567,0.460203984252904,0.7502493205165645,0.5225323683241864,0.8269824861026651,0.14848691743775366
35,0.45903222315366593,0.0,0.39951089739051177,0.6780958693363873,0.09726010132848245,0.1329917871437099,0.28922654849287927,0.9842383192207301,0.7055349931367269,0.8159772431753202
36,0.2717780084561785,0.36171244727653756,0.028361609501404577,0.5702712648649402,0.896585813032602,0.34437611353626374,0.14821896051802072,0.5182176601606487,0.6916906163718356,0.41585921902457046
37,0.3218214529263072,0.7224866411024158,0.5474738720408763,0.6474946212869133,0.07883165308272033,0.57350260808837,0.5956573316318642,0.974314470670244,0.29235645945782,0.9177596405347267
38,0.30855012371038254,0.42868232437781,0.2977189812276206,0.8206889561189235,0.0772993353838432,0.4497368950342822,0.41794220098721746,0.9569175045714876,0.35970334852566654,0.474189882709969
39,0.28514243858178934,0.5274599768384003,0.5431044917272952,0.546659016258396,0.051539462047638034,0.1722431927560984,0.3989015086441845,0.06290398709553922,0.38616100338117193,0.3697312010565039
40,0.25170225465056667,0.29534640984820143,0.38245115359012843,0.5678933814824252,0.049698407392838095,0.6924110390809803,0.4599385888476267,0.9775727035858707,0.6778414719696996,0.6656446236111342
41,0.1972013074227627,0.3669475435357906,0.45084503578481927,0.5592530255490995,0.8931582699973347,0.6396647549908614,0.24451494552164094,0.5382601601181862,0.6718084929954575,0.5699777718935017
42,0.36399292269964373,0.9940639426439513,0.27330281255997696,0.33740711698286463,0.023123846853604156,0.3428070114029124,0.43185813913505905,0.06803759531991714,0.5285960507426087,0.4795693537205398
43,0.6228598587025803,0.47525500307939345,0.5638828513294047,0.4583450145963455,0.9321777755661144,0.6315442272567363,0.8770578375151705,0.5392634000306198,0.21749063732332594,0.31090208939440195
44,0.3195732770472168,0.3067113590945764,0.3604341230071528,0.27800282003291665,0.11622570794735643,0.3323538775316465,0.39214104703245284,0.07005514844970213,0.5792358325032981,0.5607664089329734
45,0.32397658516548317,0.8280578075721736,0.5728603581307344,0.5227093379458883,0.9218681910338797,0.20527074520268931,0.2406363748826256,0.5154920554746915,0.2720139045466,0.7637126665214661
46,0.7578605992607435,0.530703856574013,0.3271133967048336,0.3024496150888929,0.09613577893829926,0.5282362513297789,0.6052645283941989,0.04337853336215126,0.6341048316251962,0.6951427758520378
47,0.5521114361033308,0.43333315049352084,0.2264674015036777,0.5152328812366315,0.9337566268677593,0.7348506915381118,0.13500490164507228,0.535650211989773,0.69008711953198,0.8746940744512721
48,0.65609726505105,0.49225495334079405,0.3266637182562376,0.41473772658679187,0.08455494904583476,0.5309090415212111,0.3037172278962812,0.9898603138665328,0.223505723604151,0.4118445599969855
49,0.3763052968230882,0.6032562644972075,0.20550715146184464,0.3400492921680462,0.04701840942594152,0.23209038497342419,0.32694362268120447,0.9652218371342737,0.41013812375679154,0.6966119844993347
50,0.2787278130985378,0.5171737498345322,0.35603809209898246,0.45329446050934025,0.0968006504895715,0.4199984969762985,0.30578030317271326,0.9750867675964455,0.6078519845388111,0.5143539670268901
51,0.03599335167354179,0.5016690330425438,0.5342730707074974,0.6433778925443061,0.9525105271200474,0.5136526335948225,0.3038767427368508,0.5044753101286198,0.3798429185822656,0.7317263999120819
52,0.2867912645205813,0.8768886093934278,0.5772385684125738,0.7277501110729828,0.9169895801779102,0.48529915044024674,0.11304668525705333,0.48736555952623223,0.7607971093327445,0.7045889521437733
53,0.8297159801195965,0.2245531482789478,0.549265508373488,0.580696083229984,0.07435681282294875,0.3980452737198341,0.14903192772913,0.050778656423398995,0.49586539111076283,0.3597000660439161
54,0.7050300466721272,0.7139351209400665,0.3932584384660715,0.22371994305903975,0.8979095688527405,0.27979789267491784,0.4462346503510269,0.5034277621148999,0.567289783191181,0.7423609908760724
55,0.34722698484624265,0.16571033413475292,0.5536237415091311,0.6505243526394752,0.8879279940260528,0.6219692213722064,0.2597266079674531,0.5031365188017878,0.5747239427853089,0.7565660657105705
56,0.2999633623295419,0.5180921189383312,0.4926020134202756,0.44682184053528257,0.05535581872258836,0.6038541462960446,0.25532681700993487,0.9607098326845946,0.23954930642320327,0.5390148623173212
57,0.8226325979704013,0.6255357265457258,0.49136120014857887,0.34584284787905223,0.07076787711941734,0.40588701897500645,0.6859108010474956,0.08929878813394565,0.7270142286702169,0.5309901706361604
58,0.3336798033536942,0.5881154692643634,0.6118178900815181,0.6900974659080518,0.8940651230136297,0.573154684349113,0.5034402955214409,0.511295407999282,0.3516937358305293,0.3664373878587489
59,0.5301137192858987,0.8794478010143111,0.8815339693009118,0.5151655507644523,0.14090326858760535,0.24068448245292104,0.517587771715603,0.08247211655764951,0.22821832856477356,0.4943692963271017
60,0.374947580661021,0.4424074230159025,0.5856275617890887,0.42494344812886614,0.07312027942673495,0.7961789817063172,0.0,0.9679824534919544,0.3474236977008012,0.35164604647609293
61,0.4828283269836426,0.33318373077103725,0.565796686160896,0.37759467357041965,0.054077825927020796,0.6145270830644419,0.1841331693887359,0.9528985659004382,0.5763441866589525,0.46209851347986103
62,0.9191469443505973,0.7862124015339341,0.5130251320518372,0.5026915408681109,0.05683198182651529,0.5842888719793948,0.09209941518067209,0.04471809782316768,0.39039365997699277,0.4350889088925266
63,0.3973875806073719,0.3959818947227389,0.48567265551971284,0.5441588842480075,0.14642193148720764,0.31989591821111757,0.5750790377525592,0.12286467264479987,0.43236021428734495,0.8299749300786277
64,0.739632746044531,0.6689659136108402,0.3688303159678201,0.3414227208806234,0.8559449444778973,0.4547406141272857,0.44185246129432254,0.5049047357467171,0.2667575667307479,0.5619324195680391
65,0.7972975837483913,0.3560353845161189,0.018798759180058494,0.3236488198686329,0.033476748142460246,0.3689549939539496,0.41583672869589655,0.019977600641623374,0.8086152485758613,0.6287776713830574
66,0.6049727831565161,0.193125654113611,0.3761876140450997,0.4303733915009886,0.07378570344494616,0.44743040096268744,0.342797297849495,1.0,0.47874945748823744,0.5182583016103056
67,0.5873659536750147,0.6431192384008798,0.6720134602604233,0.8135580857592952,0.0609214115141185,0.5421444799207948,0.25815029026627845,0.025452239804033428,0.3992136542007257,0.38249209531739514
68,0.5008448287626212,0.1698578020644028,0.5930688910120834,0.60768214735502,0.9547738295071743,0.616461687999472,0.5151893708496811,0.5096312250757455,0.39142505814184114,0.2735172162833956
69,0.49147933579166597,0.22703775199190382,0.6511434496096407,0.0,0.06749600165400685,0.7303199874912314,0.31197898285131026,0.976656703714359,0.49193165894767954,0.2172735698439164
70,0.6069082476857518,0.14703169376189515,0.2425977704099559,0.5750125240725902,0.8968094031493415,0.5977299558924057,0.2537949514671618,0.5224099590039658,0.7495766072945328,0.6392622909055827
71,0.2756226010959477,0.3843683404686086,0.34979035830055644,0.3553900439983484,0.06246824366950754,0.351483822474432,0.11993893669713925,0.9783614459824576,0.5128169548556205,0.37347172642798293
72,0.5743448316193599,0.37080588323024566,0.550569056455853,0.5880801505466298,0.07408989655428122,0.5255995574073886,0.2740482583535308,0.9614858034277384,0.5828222630564341,0.30398936400623944
73,0.7689929082991713,0.30238051343806827,0.4964812335948176,0.22218344792154324,0.9154170764954217,0.4726323172973572,0.3895142888309917,0.5127351470221166,0.3346311669728977,0.579385277030302
74,0.6226787666166365,0.04380695143332186,0.45087647263751834,0.33579106272036857,0.950386826730002,0.49696122716739927,0.48592844420240355,0.547602535726321,0.33663708152266614,0.4012525030035347
75,0.5057841548544076,0.14868204875822735,0.2895103308403257,0.7144555744173193,0.07342188083028643,0.764338963176291,0.3940193355303641,0.973063941847299,0.08967486640390117,0.8184147183806183
76,0.64972941784564,0.4642756238844286,0.42319988844925377,0.40990019929231736,0.9541089442153988,0.3283512240259055,0.5485691146577855,0.5641830858851478,0.6616052654429802,0.7214188172764799
77,0.8941737885998906,0.22600862998021531,0.4026558448950258,0.6961439676159329,0.9480964894589929,0.644813577991322,0.4531630145425982,0.49751794943738376,0.3341122538580755,0.26621175506543887
78,0.7930451726735721,0.6309893017440016,0.3528962954241845,0.4982301915434258,0.030630848636998328,0.607838567799971,0.6297735003129467,0.0914913319868338,0.38673661927939756,0.5225445500630503
79,0.5048824983137828,0.21629013367816302,0.6013278372892612,0.416732258088278,0.051051055259389924,0.519805673995116,0.2125024803790984,0.0759961936087115,0.5378199250836682,0.4653649385387942
80,0.6278826194181399,0.26698820158767744,0.6076281056784281,0.21652502799882703,0.02791028214227808,0.5335927008813492,0.1937881094856601,0.04032818288479951,0.5294642163031701,0.31800495520416816
81,0.7974546036679526,0.5295151234820682,1.0,0.4896450461759065,0.06514197948050826,0.3996677607777907,0.3577741124568394,0.9443487228771483,0.6080154176830875,0.7675479667380617
82,0.2129891364599811,0.4612258587711505,0.3882377783212228,1.0,0.09473623871391376,0.6745706539689222,0.2584766152564569,0.9660783979929818,0.635419046087621,0.3502116330687515
83,0.3551483119354054,0.7244417167118712,0.7460356665720721,0.5897832636791007,0.08237262938950535,0.7871939678021804,0.43651392131709427,0.9613318818294173,0.7187888807215171,0.6723609486875903
84,0.6850117896972452,0.4493734054459994,0.4063104220238289,0.6812907649581676,0.086913278766929,0.28267432858826486,0.4419909601703254,0.050696880567400474,0.4825618200215322,0.14276263694741578
85,0.4809850219472103,0.8052488437235282,0.5192399020135039,0.3680480966616857,0.1167962050533277,0.6297649894103398,0.600623775702049,0.05639321794855593,0.4441107188402447,0.6987948773024931
86,0.6585197075322524,0.22468940107940436,0.6452372892968365,0.556650394004037,0.08751687692749724,0.39806083407660525,0.44634152395933924,0.9836904999973879,0.3472041127824892,0.3306171027124641
87,0.2800439098632394,0.15810187947550827,0.44881514064559824,0.6919882183037722,0.8850335145037891,0.28073827871390084,0.14457744117371193,0.5112742100765385,0.38289442939134843,0.30742035598051254
88,0.9069790635238066,0.4607021552514179,0.546989260910169,0.4817860381467204,0.08696839718824793,0.7270593816832892,0.4095395695615289,0.9806492272107835,0.45999305131563223,0.26862635462622697
89,0.9730911288092664,0.42168530965951073,0.28308044622426265,0.5309099343856434,0.07737537890877293,0.5270296253383802,0.04357551616521323,0.9981673515227789,0.3592628829256944,0.6070004903491999
90,0.12611478036346085,0.5226747457994583,0.05908646942386036,0.8638923970679988,0.07798162714945862,0.48106644840610513,0.3799297729194586,0.09581227114788267,0.34000686019108,0.33500580168010585
91,0.4529752902034122,0.5697507280850848,0.42697577761684535,0.5459320492445904,0.07212573289972138,0.6736821999710269,0.5979870491083001,0.9833946340687959,0.0,0.7319986717516985
92,0.46317115858443814,0.8854759976661375,0.5889061699308432,0.4280668009599831,0.06219385410591923,0.6359801552489547,0.2029443747280941,0.9699594078038499,0.23043245235572912,0.3475288727686494
93,0.23928982514916902,0.37243545544496065,0.17848661233561433,0.603839701632511,0.8804857721504167,0.4529625754985101,0.6683200688321919,0.5654400226080236,0.5686113884867131,0.3062391836985669
94,0.7112442312202307,0.4356091071491184,0.37223384786044716,0.7169544149726265,0.9262155203331406,0.5720494248601691,0.20185834660715074,0.5051943348593242,0.6130816546893986,0.4469660573863225
95,0.5936392144174074,0.20999185307098586,0.669092164278086,0.48552531243520514,0.9701410861687287,0.5976164654943972,0.28225908608551015,0.534466314855132,0.7861946816392086,0.24268613412795081
96,0.8784494535738396,0.3878085825490128,0.47689964377610783,0.38999695992409295,0.11032039353099736,0.39262224814185664,0.32339703258754054,0.008801627206331094,0.6017607275889519,0.37391421340968206
97,0.689217767907332,0.11832831610380598,0.5752371210184923,0.452779073634489,0.9013141377564813,0.6071378386223871,0.5143236457502043,0.5099661249935752,0.41889771740258214,0.5895319063620731
98,0.5268629650586021,0.622130267241119,0.16885538286143506,0.6046259880859159,0.9677234267287675,0.5227780042951398,0.3808315470551315,0.5248063102038225,0.45530022030478506,0.4541857227021245
99,0.4124308094456669,0.6730375651094797,0.5329950504131515,0.4210545632697926,0.9315959457992914,0.5541139618666435,0.5067238095112381,0.49916173082568016,0.28871629922823694,0.6868652800638133
100,0.7207907189444558,0.6007450166195747,0.49276733751643265,0.32861018901880124,0.03909904299789995,0.45832785850922,0.3384711350602151,0.03129410950360458,0.636335221917861,0.8982096845878809
101,0.5460937646329932,1.0,0.6448837699962988,0.40019180036171587,0.9368161457044025,0.444916123284072,0.42062292056157613,0.5355568843593514,0.6291267224123033,0.6816330981760214
102,0.706273229534449,0.5839868712538595,0.7183949781154677,0.7138085794571882,0.0,0.6493444449866741,0.33130977329239725,0.0822762736062071,0.321236439853064,0.7593309090984094
103,0.7459810262902367,0.5628213438740416,0.5498490445267606,0.40982621700961525,0.06721293270487774,0.43345851123629836,1.0,0.9505443926537311,0.4275224858163385,0.48874535593677365
104,0.4697037693525105,0.6543408681816689,0.3476720088164091,0.2826216033194539,0.8975258747482393,0.5928380286333216,0.13942999626403407,0.5052644891571659,0.29654688796740464,0.7453067945841643
105,0.4427939712147988,0.7144643699238391,0.10450554908029784,0.47015032357061853,0.07123633445112293,0.5374495065934091,0.18146100642329374,0.11164754332772574,0.41319763471480114,0.520952518761148
106,0.9052179794284084,0.7169771549094773,0.527501229443324,0.8358882748773686,0.07530090458285454,0.27798260625845184,0.22049144855511407,0.9339535243574403,0.27033701721934755,0.13466301247578247
107,0.6393133858593785,0.38837073848562176,0.3966392484313365,0.6026610300902987,0.0887461074983446,0.6775756465024722,0.08561321148768689,0.07149451871977314,0.6518940897284221,0.6162088826132135
108,0.5522725171455494,0.9821341820310359,0.38595795242116054,0.3271716659004889,0.8878840814924084,0.43356943887295474,0.36894086067229553,0.5177857312962775,0.4950080424357794,0.5886051674566289
109,0.31061603663793236,0.3307922245829145,0.5876743094458298,0.726443653640433,0.060172154975182385,0.5444667810146969,0.5114534299216067,0.07962700742179192,0.4728836842714941,0.4174530616466995
110,0.5132982365191181,0.16826859895421434,0.7094870887528502,0.7546225259484245,0.06530245116182146,0.40262462387028725,0.8543751321949614,0.08891469967323118,0.38610722096323297,0.5177279549876616
111,0.3083227475775357,0.6271157882004565,0.20446371356092666,0.530674059777706,0.023468130429807336,0.4364692917389485,0.08116781067942871,0.09197603955009065,0.6155857918429888,0.5997625165107652
112,0.38315419948191515,0.44441115123272074,0.6652086930602399,0.5183325459182202,0.08505797393482464,0.44659400653398623,0.038977342722193144,0.09433691086765192,0.7078386545132356,0.0
113,0.8216336236663828,0.47514562786765924,0.3019418953834591,0.7571676610428062,0.04803914262492349,0.42818470541069836,0.4275388427279144,0.08273982440405096,0.46634031999593195,0.6378531434354164
114,0.7638407518008026,0.47345475039107016,0.3669350973350936,0.5549252866355001,0.07072549085947318,0.6531630502636194,0.26579002494515563,0.9555819825775773,0.1116540422286467,0.7378046684233218
115,0.7346908941007946,0.6449185137279353,0.45849470269655873,0.3346833554457936,0.9095943849623277,0.13584733680009048,0.25780922740529005,0.4958215619748376,0.5399101247294379,0.4719424861018176
116,0.5924057123097792,0.31995873650503537,0.5253833326998888,0.5066666245107113,0.05542854192383906,0.4448018623981876,0.27861181171396465,0.056301028437892975,0.36748663382848534,0.4662862353376943
117,0.6446190014105384,0.3857932782312074,0.37318220365658955,0.7556772454470378,0.08047889482810128,0.4745067265919054,0.32333129805289174,0.9949233470205473,0.5946098087108946,0.7675795781391325
118,0.8766240052969176,0.6356298398541306,0.3412384279583404,0.4401383751892842,0.07868489571423029,0.5490806595137916,0.22606083923642933,0.9698201121613554,0.6284200736240985,0.33777256073589196
119,0.6079182504914713,0.49814757849431074,0.4520879459166218,0.8137811841384903,0.9283537695696782,0.5511846282606596,0.37430237597885363,0.5551976442169372,0.6366899453338943,0.47582921343978624
120,0.6231563530143509,0.5767051747615333,0.5770712588925093,0.6669185485552516,0.05127646603540351,1.0,0.6887907110511834,0.9721219449919837,0.2478922364146568,0.2447823250041645
121,0.8605461504540008,0.3835487329307059,0.5915793833636285,0.47020671628307764,0.8750060313795623,0.7302014556493286,0.3560294761466129,0.540719864724596,0.06601421809998627,0.7845863730281075
122,0.6086953700349669,0.4731121102734721,0.44293987398324797,0.42220132584811204,0.06598776481406302,0.0,0.17745069038405,0.9793167036055455,0.6264975414645754,0.2632287482796082
123,0.5914633970847079,0.20147658675005276,0.10322832775591223,0.22714368750835795,0.05520826129929221,0.6206024329146437,0.4201549491915344,0.07429256848295869,0.6677091399489888,0.5247716367364713
124,0.3880586977590389,0.5944599368550054,0.5068444646677598,0.34961860375780945,0.9430304042482845,0.570899097927569,0.26591398036648983,0.5099178511462905,0.5133523398895398,0.3813734287389391
125,0.3296047095595764,0.5349687310518725,0.36970036620915625,0.7534747943311589,0.082217423423785,0.7601963763781968,0.15673522069519435,0.9551898332614109,0.4655179901311712,0.5402574478485827
126,0.7331563294621065,0.6464314868851117,0.3501476457793652,0.4941012723998626,0.08980836609243525,0.6217911513593187,0.3886998136749236,0.08169152428514982,0.5848994309546159,0.38816028670144465
127,0.5433496348858716,0.7500765841497542,0.5338400112792655,0.9331122312396428,0.07542668291574994,0.4290106867659522,0.35303756581779494,0.9711681245280274,0.24345599933534456,0.6854577053130269
128,0.9593230521125774,0.7042972425294799,0.5177146565274691,0.5203473555573491,0.056433610231403974,0.637344282748354,0.3573954597231077,0.965747005249069,0.5737601443795264,0.6539603763782843
129,0.7339598978552045,0.5721792390817255,0.13792112794317066,0.49715519772307093,0.10497418551679796,0.3572667304731696,0.059337859365069856,0.9758942124034172,0.6098314816292346,0.5014911152986211
130,0.2926598079937033,0.3322400356617579,0.5360811568215924,0.5271360106631618,0.1357402476947312,0.3148130516896724,0.564619532931738,0.05597054998442564,0.47748567672921377,0.7976643304972826
131,0.2398379828936624,0.7606643364297148,0.41399805838839127,0.2040654350684361,0.9727009564325674,0.8846483096474874,0.5312021505872585,0.5788014058531056,0.2756686063418851,0.32907601182498486
132,0.376009542303105,0.4602417062804074,0.3288933778393504,0.26317916727104035,0.8343323348421008,0.28748517575994265,0.31696679721135584,0.5285111394506437,0.6069895313651649,0.6286040748341281
133,0.6540778359768702,0.5360525046625373,0.4713062719632749,0.642867157098426,0.07208713887989056,0.6596630590804079,0.163848026475061,0.9698106882028446,0.8230744774204944,0.0361753748750426
134,0.7406259236051626,0.6565626109404045,0.5609985970682473,0.6479627702687176,0.8764835829308978,0.7298867028439983,0.40775861846758715,0.554797128131527,0.4792022234533576,0.5919004757225634
135,0.07835068189443585,0.310515198204086,0.47989002634727856,0.6684242991100986,0.06653877366752273,0.27149131445365854,0.3070216556592154,0.08571663569604286,0.5810576923092748,0.45804831375124916
136,0.3548785830498762,0.8697440777369764,0.4904576341125355,0.4779933058053654,0.08792216923695066,0.3074174787896396,0.29346912476268094,0.9893311344289244,0.7491704212085741,0.26504794066105947
137,0.5058708699719408,0.522538418522231,0.24990480614138855,0.35839309121285573,0.08729509766615909,0.7217090908374884,0.391301324794819,0.0,0.25356221706536863,0.1932055021506113
138,0.7728155017014903,0.5232959962297784,0.500511405391847,0.5742367252700017,0.0807041630984051,0.5901978985077705,0.21105849690853573,0.9804198441789961,0.3690683106609009,0.6524663999258808
139,0.25495675368962245,0.48183125311210223,0.25145310452729047,0.440849732874952,0.8429592545658235,0.2436783552105074,0.5048908314053879,0.5461568041217182,0.4146562041859959,0.3875121518241453
140,0.5145766930034628,0.8524014566220298,0.33263991798647435,0.3165342178323728,0.04692570019902047,0.6662223380684402,0.1743964959572244,0.10736083546674062,0.5440584023092221,0.540768603124828
141,0.11884859606914963,0.8479692531533876,0.773162078642879,0.7682699637393938,0.8278951601689889,0.3461984981796677,0.45291423933702707,0.5303094293133683,0.5774024458961736,0.636348963605049
142,0.08369377757504319,0.47856122655898986,0.28200224631269444,0.3028111156585466,0.933434025027278,0.6171237753266113,0.19347435754205122,0.5533649971309639,0.5583684680224653,0.4143213005024203
143,0.0,0.7852822593914042,0.16739074143232188,0.4993373666711569,0.07477238757358065,0.42840911530771064,0.3027255607067813,0.9580544946733227,0.026023834252591364,0.519849391238294
144,0.3996466984054658,0.09651033206011703,0.32322929071951967,0.5751488943268729,0.06814342243627104,0.2716485551916015,0.2935406466861976,0.9632150455740701,0.4536299295149792,0.3039189601980925
145,0.6824340231706902,0.5020766178744742,0.5243705822211392,0.6159553940638541,0.1022281378663208,0.5094247434376505,0.3107106680701458,0.09406636538355156,0.5359730494995122,0.6979150947744768
146,0.5429892393308071,0.6666785147563135,0.5410603194309602,0.5839315619472387,0.0747810344971747,0.4599562380066488,0.2963095886460343,0.05439125936339523,0.4746644101029729,0.5162626795827198
147,0.2663222517258188,0.8017131691813268,0.18280667175621557,0.45887761778822994,0.05209159294301603,0.7353511352387012,0.3758611542481834,0.05211593076687028,0.3823422708109942,0.4287608487083681
148,0.24110778088187368,0.30584676097659125,0.3017539671502132,0.8789880251928736,0.1433998187445454,0.7833912862432646,0.33911722402966876,0.052839787072702996,0.46904497805514345,0.4737941280641798
149,0.039247913589955545,0.460863837745312,0.5345974390601351,0.6160871326324494,0.9553470107584184,0.6660469425541894,0.32824221752294364,0.520483005595399,0.5347123339436036,0.8859005881440547
